order_id,customer_id,product_id,order_date,order_amount,status,currency,channel
ORD-0000126,CUST-04283,PROD-0202,2025-11-20,374.11,completed,USD,partner
ORD-0000127,CUST-04595,PROD-0186,2025-02-12,552.64,completed,USD,marketplace
ORD-0000128,CUST-00696,PROD-0075,2025-05-29,520.17,pending,USD,self_serve
ORD-0000129,CUST-01598,PROD-0374,2025-08-02,372.33,completed,USD,sales_led
ORD-0000130,CUST-01438,PROD-0113,2025-05-18,521.28,completed,USD,sales_led
ORD-0000131,CUST-04100,PROD-0002,2025-03-30,154.81,completed,USD,partner
ORD-0000132,CUST-01395,PROD-0445,2025-10-16,1047.11,completed,USD,marketplace
ORD-0000133,CUST-03317,PROD-0350,2025-06-04,1689.84,completed,USD,sales_led
ORD-0000134,CUST-04669,PROD-0196,2025-09-24,583.22,completed,USD,marketplace
ORD-0000135,CUST-04550,PROD-0370,2025-01-01,367.41,completed,USD,partner
ORD-0000136,CUST-04402,PROD-0082,2025-02-20,404.89,completed,USD,partner
ORD-0000137,CUST-02647,PROD-0181,2025-07-02,119.82,completed,USD,self_serve
ORD-0000138,CUST-03034,PROD-0200,2025-05-26,389.63,completed,USD,marketplace
ORD-0000139,CUST-03628,PROD-0236,2025-11-15,155.11,completed,USD,partner
ORD-0000140,CUST-01599,PROD-0220,2025-07-01,158.42,completed,USD,partner
ORD-0000141,CUST-02506,PROD-0213,2025-11-11,345.5,completed,GBP,sales_led
ORD-0000142,CUST-02341,PROD-0170,2025-06-22,118.53,completed,USD,self_serve
ORD-0000143,CUST-04003,PROD-0200,2025-08-17,781.77,completed,USD,marketplace
ORD-0000144,CUST-02856,PROD-0009,2025-02-07,482.79,completed,EUR,self_serve
ORD-0000145,CUST-02227,PROD-0007,2025-05-13,94.99,completed,USD,marketplace
ORD-0000146,CUST-02701,PROD-0184,2025-08-19,160.86,completed,USD,partner
ORD-0000147,CUST-00861,PROD-0338,2025-04-18,141.06,completed,USD,marketplace
ORD-0000148,CUST-01280,PROD-0449,2025-08-21,212.79,completed,USD,sales_led
ORD-0000149,CUST-04004,PROD-0453,2025-07-24,645.46,completed,EUR,self_serve
ORD-0000150,CUST-00653,PROD-0138,2025-10-14,582.02,completed,USD,partner
ORD-0000151,CUST-03414,PROD-0273,2025-09-08,413.19,completed,USD,sales_led
ORD-0000152,CUST-04539,PROD-0182,2025-08-09,445.8,completed,USD,self_serve
ORD-0000153,CUST-03419,PROD-0032,2025-02-01,181.26,completed,USD,self_serve
ORD-0000154,CUST-03205,PROD-0358,2025-01-17,113.98,completed,USD,sales_led
ORD-0000155,CUST-03588,PROD-0023,2025-08-17,519.03,completed,EUR,sales_led
ORD-0000156,CUST-00726,PROD-0078,2025-03-31,479.53,completed,USD,self_serve
ORD-0000157,CUST-00685,PROD-0432,2025-08-30,316.26,completed,USD,marketplace
ORD-0000158,CUST-04950,PROD-0421,2025-07-15,561.84,cancelled,USD,partner
ORD-0000159,CUST-02134,PROD-0297,2025-04-02,483.49,pending,USD,sales_led
ORD-0000160,CUST-02057,PROD-0273,2025-06-01,294.33,completed,USD,marketplace
ORD-0000161,CUST-00792,PROD-0369,2025-05-24,376.08,completed,USD,sales_led
ORD-0000162,CUST-03665,PROD-0267,2025-08-12,226.45,completed,USD,partner
ORD-0000163,CUST-00171,PROD-0371,2025-03-23,153.76,completed,USD,partner
ORD-0000164,CUST-00884,PROD-0064,2025-01-27,273.52,completed,USD,sales_led
ORD-0000165,CUST-01123,PROD-0491,2025-05-07,82.36,completed,USD,marketplace
ORD-0000166,CUST-04664,PROD-0034,2025-04-23,83.99,completed,USD,marketplace
ORD-0000167,CUST-04751,PROD-0369,2025-06-30,159.49,completed,EUR,partner
ORD-0000168,CUST-00397,PROD-0425,2025-03-21,338.29,completed,USD,sales_led
ORD-0000169,CUST-00698,PROD-0016,2025-05-08,444.05,completed,USD,marketplace
ORD-0000170,CUST-04780,PROD-0111,2025-08-02,282.39,completed,EUR,sales_led
ORD-0000171,CUST-03172,PROD-0139,2025-03-12,124.48,completed,USD,self_serve
ORD-0000172,CUST-03636,PROD-0218,2025-02-14,342.09,completed,USD,sales_led
ORD-0000173,CUST-02838,PROD-0085,2025-12-23,130.44,completed,USD,sales_led
ORD-0000174,CUST-01137,PROD-0254,2025-05-04,235.91,completed,USD,marketplace
ORD-0000175,CUST-03652,PROD-0479,2025-06-26,147.49,completed,USD,marketplace
ORD-0000176,CUST-00905,PROD-0012,2025-11-07,877.9,completed,USD,self_serve
ORD-0000177,CUST-00146,PROD-0443,2025-07-23,336.0,completed,GBP,self_serve
ORD-0000178,CUST-04186,PROD-0352,2025-09-15,143.33,completed,USD,partner
ORD-0000179,CUST-01900,PROD-0220,2025-06-18,436.01,completed,USD,self_serve
ORD-0000180,CUST-00200,PROD-0272,2025-06-12,152.87,completed,USD,self_serve
ORD-0000181,CUST-02173,PROD-0078,2025-07-23,361.61,completed,USD,partner
ORD-0000182,CUST-00572,PROD-0455,2025-07-03,198.57,completed,USD,sales_led
ORD-0000183,CUST-02355,PROD-0024,2025-01-17,303.61,completed,EUR,sales_led
ORD-0000184,CUST-03365,PROD-0066,2025-01-06,631.12,completed,GBP,marketplace
ORD-0000185,CUST-01691,PROD-0354,2025-01-04,283.33,completed,USD,sales_led
ORD-0000186,CUST-00387,PROD-0085,2025-10-25,803.39,completed,USD,partner
ORD-0000187,CUST-04452,PROD-0040,2025-09-22,299.03,completed,USD,sales_led
ORD-0000188,CUST-02707,PROD-0130,2025-04-26,165.8,cancelled,USD,self_serve
ORD-0000189,CUST-00116,PROD-0285,2025-11-14,184.35,completed,USD,partner
ORD-0000190,CUST-02871,PROD-0153,2025-04-01,211.41,completed,USD,marketplace
ORD-0000191,CUST-04619,PROD-0421,2025-07-14,162.17,completed,USD,marketplace
ORD-0000192,CUST-00090,PROD-0472,2025-04-27,365.35,completed,EUR,marketplace
ORD-0000193,CUST-03934,PROD-0209,2025-09-13,399.6,completed,USD,sales_led
ORD-0000194,CUST-01886,PROD-0284,2025-03-14,167.17,completed,USD,self_serve
ORD-0000195,CUST-03538,PROD-0300,2025-04-11,176.4,completed,USD,self_serve
ORD-0000196,CUST-00143,PROD-0136,2025-10-26,868.66,completed,USD,sales_led
ORD-0000197,CUST-04535,PROD-0241,2025-01-07,165.57,completed,USD,self_serve
ORD-0000198,CUST-04835,PROD-0108,2025-01-22,233.12,completed,EUR,self_serve
ORD-0000199,CUST-02750,PROD-0484,2025-04-09,577.24,completed,USD,marketplace
ORD-0000200,CUST-01077,PROD-0262,2025-06-23,435.85,completed,USD,partner
ORD-0000201,CUST-00756,PROD-0211,2025-07-20,209.84,completed,USD,self_serve
ORD-0000202,CUST-03449,PROD-0101,2025-08-28,278.74,pending,USD,partner
ORD-0000203,CUST-03968,PROD-0073,2025-09-11,523.81,completed,GBP,partner
ORD-0000204,CUST-03369,PROD-0041,2025-01-19,348.6,completed,EUR,partner
ORD-0000205,CUST-02467,PROD-0151,2025-06-23,519.41,completed,EUR,sales_led
ORD-0000206,CUST-03862,PROD-0312,2025-07-11,394.73,completed,USD,marketplace
ORD-0000207,CUST-03688,PROD-0468,2025-11-10,615.44,pending,EUR,sales_led
ORD-0000208,CUST-01677,PROD-0335,2025-05-28,601.76,completed,USD,sales_led
ORD-0000209,CUST-03884,PROD-0081,2025-10-16,365.9,completed,EUR,sales_led
ORD-0000210,CUST-00922,PROD-0038,2025-09-22,451.57,completed,GBP,marketplace
ORD-0000211,CUST-04102,PROD-0258,2025-06-08,95.35,completed,USD,self_serve
ORD-0000212,CUST-02653,PROD-0253,2025-11-20,407.39,completed,EUR,sales_led
ORD-0000213,CUST-03736,PROD-0037,2025-02-05,171.08,completed,USD,sales_led
ORD-0000214,CUST-03472,PROD-0286,2025-01-13,147.36,completed,EUR,self_serve
ORD-0000215,CUST-00480,PROD-0054,2025-08-28,417.69,completed,USD,sales_led
ORD-0000216,CUST-03777,PROD-0318,2025-04-09,126.07,completed,USD,self_serve
ORD-0000217,CUST-03920,PROD-0493,2025-04-10,8.09,pending,USD,marketplace
ORD-0000218,CUST-00245,PROD-0005,2025-08-25,437.81,completed,USD,self_serve
ORD-0000219,CUST-01130,PROD-0138,2025-07-16,775.89,completed,USD,marketplace
ORD-0000220,CUST-03764,PROD-0398,2025-12-16,486.57,completed,USD,partner
ORD-0000221,CUST-01805,PROD-0367,2025-05-22,496.44,completed,USD,partner
ORD-0000222,CUST-00563,PROD-0265,2025-12-14,339.88,completed,USD,self_serve
ORD-0000223,CUST-04273,PROD-0467,2025-12-11,114.65,completed,USD,sales_led
ORD-0000224,CUST-02624,PROD-0207,2025-12-30,53.92,completed,USD,marketplace
ORD-0000225,CUST-01971,PROD-0333,2025-08-13,39.61,completed,USD,partner
ORD-0000226,CUST-02778,PROD-0220,2025-11-07,136.12,completed,USD,sales_led
ORD-0000227,CUST-01999,PROD-0485,2025-01-16,163.49,completed,USD,partner
ORD-0000228,CUST-00636,PROD-0227,2025-02-13,376.42,completed,EUR,sales_led
ORD-0000229,CUST-02809,PROD-0057,2025-03-10,172.85,completed,USD,marketplace
ORD-0000230,CUST-04820,PROD-0426,2025-10-23,437.43,completed,USD,self_serve
ORD-0000231,CUST-04759,PROD-0205,2025-12-19,308.55,completed,USD,self_serve
ORD-0000232,CUST-03191,PROD-0344,2025-03-02,313.65,completed,USD,sales_led
ORD-0000233,CUST-00813,PROD-0203,2025-03-18,128.77,completed,EUR,self_serve
ORD-0000234,CUST-01120,PROD-0144,2025-07-06,148.94,completed,USD,partner
ORD-0000235,CUST-01578,PROD-0125,2025-05-05,311.22,completed,USD,marketplace
ORD-0000236,CUST-00255,PROD-0007,2025-07-28,163.58,completed,USD,self_serve
ORD-0000237,CUST-00701,PROD-0046,2025-12-21,158.94,completed,USD,partner
ORD-0000238,CUST-03876,PROD-0189,2025-08-17,573.75,completed,USD,self_serve
ORD-0000239,CUST-02146,PROD-0388,2025-11-17,242.69,completed,USD,sales_led
ORD-0000240,CUST-04207,PROD-0095,2025-02-15,103.47,completed,USD,marketplace
ORD-0000241,CUST-00309,PROD-0349,2025-03-21,338.74,completed,USD,marketplace
ORD-0000242,CUST-00454,PROD-0304,2025-10-05,94.48,cancelled,USD,marketplace
ORD-0000243,CUST-03449,PROD-0345,2025-03-18,273.61,completed,USD,self_serve
ORD-0000244,CUST-01288,PROD-0321,2025-01-26,550.96,completed,EUR,partner
ORD-0000245,CUST-01130,PROD-0427,2025-08-08,149.27,completed,USD,sales_led
ORD-0000246,CUST-03212,PROD-0162,2025-12-16,112.59,cancelled,GBP,partner
ORD-0000247,CUST-04566,PROD-0335,2025-10-13,126.68,completed,USD,self_serve
ORD-0000248,CUST-02095,PROD-0432,2025-07-08,258.3,completed,EUR,marketplace
ORD-0000249,CUST-03813,PROD-0331,2025-09-06,263.46,completed,USD,sales_led
ORD-0000250,CUST-01713,PROD-0492,2025-04-29,341.46,completed,USD,sales_led
ORD-0000251,CUST-04196,PROD-0412,2025-06-28,523.99,completed,USD,partner
ORD-0000252,CUST-02123,PROD-0235,2025-03-14,275.12,completed,USD,marketplace
ORD-0000253,CUST-00759,PROD-0387,2025-08-07,90.99,completed,USD,sales_led
ORD-0000254,CUST-02527,PROD-0237,2025-12-04,412.35,completed,USD,sales_led
ORD-0000255,CUST-01463,PROD-0455,2025-04-07,147.8,completed,USD,self_serve
ORD-0000256,CUST-00924,PROD-0040,2025-09-18,209.79,completed,USD,self_serve
ORD-0000257,CUST-00920,PROD-0496,2025-05-02,136.35,completed,USD,partner
ORD-0000258,CUST-01941,PROD-0440,2025-07-23,474.56,completed,USD,partner
ORD-0000259,CUST-00050,PROD-0150,2025-06-19,880.47,completed,EUR,sales_led
ORD-0000260,CUST-00350,PROD-0072,2025-09-21,169.21,completed,GBP,sales_led
ORD-0000261,CUST-02948,PROD-0290,2025-01-30,233.08,completed,USD,self_serve
ORD-0000262,CUST-00031,PROD-0315,2025-11-12,49.26,completed,USD,partner
ORD-0000263,CUST-03861,PROD-0186,2025-03-11,482.71,completed,EUR,partner
ORD-0000264,CUST-04876,PROD-0323,2025-06-22,232.34,completed,USD,partner
ORD-0000265,CUST-00919,PROD-0268,2025-05-23,174.71,completed,USD,sales_led
ORD-0000266,CUST-00275,PROD-0173,2025-12-18,419.35,pending,USD,partner
ORD-0000267,CUST-01053,PROD-0240,2025-07-03,188.45,completed,USD,sales_led
ORD-0000268,CUST-00218,PROD-0050,2025-03-25,126.5,completed,USD,partner
ORD-0000269,CUST-01347,PROD-0272,2025-10-31,585.66,completed,USD,self_serve
ORD-0000270,CUST-04450,PROD-0328,2025-10-13,546.34,completed,USD,self_serve
ORD-0000271,CUST-04099,PROD-0483,2025-11-08,61.15,completed,USD,self_serve
ORD-0000272,CUST-04881,PROD-0171,2025-08-20,267.57,completed,USD,partner
ORD-0000273,CUST-04059,PROD-0044,2025-06-22,162.15,completed,USD,self_serve
ORD-0000274,CUST-04223,PROD-0077,2025-12-31,257.5,completed,USD,marketplace
ORD-0000275,CUST-02961,PROD-0440,2025-10-02,191.91,completed,EUR,partner
ORD-0000276,CUST-00698,PROD-0457,2025-11-08,904.35,completed,USD,marketplace
ORD-0000277,CUST-03844,PROD-0393,2025-12-21,276.58,completed,USD,sales_led
ORD-0000278,CUST-03198,PROD-0244,2025-12-27,167.53,pending,USD,self_serve
ORD-0000279,CUST-04811,PROD-0492,2025-02-26,18.81,completed,USD,sales_led
ORD-0000280,CUST-03485,PROD-0351,2025-09-11,141.82,completed,GBP,marketplace
ORD-0000281,CUST-02728,PROD-0113,2025-11-07,1068.69,cancelled,USD,self_serve
ORD-0000282,CUST-03859,PROD-0151,2025-07-29,318.14,completed,EUR,partner
ORD-0000283,CUST-03281,PROD-0473,2025-12-22,397.04,completed,USD,partner
ORD-0000284,CUST-00565,PROD-0075,2025-06-12,131.81,completed,USD,marketplace
ORD-0000285,CUST-03057,PROD-0360,2025-11-26,117.79,completed,USD,self_serve
ORD-0000286,CUST-01954,PROD-0018,2025-06-06,228.06,cancelled,USD,marketplace
ORD-0000287,CUST-00814,PROD-0350,2025-08-14,707.42,completed,USD,self_serve
ORD-0000288,CUST-01381,PROD-0173,2025-09-19,95.59,completed,USD,partner
ORD-0000289,CUST-04174,PROD-0009,2025-12-22,310.39,completed,USD,partner
ORD-0000290,CUST-03273,PROD-0026,2025-02-25,201.48,completed,USD,marketplace
ORD-0000291,CUST-00291,PROD-0094,2025-12-29,311.15,pending,EUR,self_serve
ORD-0000292,CUST-01719,PROD-0496,2025-04-09,870.36,cancelled,USD,sales_led
ORD-0000293,CUST-03428,PROD-0488,2025-07-30,112.26,pending,USD,sales_led
ORD-0000294,CUST-02545,PROD-0117,2025-06-09,114.01,completed,USD,marketplace
ORD-0000295,CUST-03881,PROD-0151,2025-01-05,215.39,completed,USD,partner
ORD-0000296,CUST-03133,PROD-0063,2025-11-06,1124.91,completed,USD,self_serve
ORD-0000297,CUST-00186,PROD-0251,2025-03-18,79.44,completed,USD,partner
ORD-0000298,CUST-04330,PROD-0411,2025-01-07,141.65,cancelled,GBP,sales_led
ORD-0000299,CUST-02853,PROD-0267,2025-04-02,384.45,cancelled,USD,partner
ORD-0000300,CUST-04605,PROD-0400,2025-03-04,242.16,completed,USD,marketplace
ORD-0000301,CUST-01102,PROD-0486,2025-07-17,487.74,completed,USD,sales_led
ORD-0000302,CUST-03468,PROD-0499,2025-11-09,794.96,completed,USD,self_serve
ORD-0000303,CUST-00147,PROD-0166,2025-04-14,305.71,completed,USD,sales_led
ORD-0000304,CUST-00782,PROD-0122,2025-07-06,504.26,completed,USD,self_serve
ORD-0000305,CUST-04415,PROD-0245,2025-04-29,320.47,completed,USD,sales_led
ORD-0000306,CUST-04445,PROD-0025,2025-05-28,29.23,completed,USD,self_serve
ORD-0000307,CUST-04772,PROD-0226,2025-03-19,152.5,completed,USD,sales_led
ORD-0000308,CUST-01023,PROD-0362,2025-01-14,354.78,pending,EUR,partner
ORD-0000309,CUST-04461,PROD-0097,2025-03-05,477.72,completed,USD,marketplace
ORD-0000310,CUST-00266,PROD-0404,2025-08-01,220.72,completed,USD,sales_led
ORD-0000311,CUST-02004,PROD-0428,2025-05-14,257.15,completed,USD,sales_led
ORD-0000312,CUST-02187,PROD-0176,2025-09-02,157.15,completed,USD,marketplace
ORD-0000313,CUST-03963,PROD-0154,2025-04-30,250.41,completed,USD,self_serve
ORD-0000314,CUST-03424,PROD-0468,2025-02-16,158.14,completed,USD,sales_led
ORD-0000315,CUST-01796,PROD-0409,2025-05-23,145.23,pending,USD,self_serve
ORD-0000316,CUST-00747,PROD-0386,2025-08-29,113.41,completed,EUR,marketplace
ORD-0000317,CUST-01827,PROD-0169,2025-03-21,136.59,pending,USD,sales_led
ORD-0000318,CUST-01497,PROD-0205,2025-12-15,625.41,completed,USD,sales_led
